"chw" "question" "score"
"4108" "89fda0284e008d2e0c980fb13f9b323a" "form.bp2.not_yet_sba" 0
"4109" "89fda0284e008d2e0c980fb13f97b53a" "form.bp2.not_yet_sba" 0
"4110" "70c6ba6f55ed21716fe725c2146982df" "form.bp2.not_yet_sba" 0
"4111" "89fda0284e008d2e0c980fb13f99fba3" "form.bp2.not_yet_sba" 0
"4112" "89fda0284e008d2e0c980fb13f99a86d" "form.bp2.not_yet_sba" 0
"4113" "89fda0284e008d2e0c980fb13f9a51a9" "form.bp2.not_yet_sba" 0
"4114" "89fda0284e008d2e0c980fb13f982710" "form.bp2.not_yet_sba" 0
"4115" "89fda0284e008d2e0c980fb13f95205a" "form.bp2.not_yet_sba" 0
"4116" "89fda0284e008d2e0c980fb13f97e56a" "form.bp2.not_yet_sba" 0
"4117" "89fda0284e008d2e0c980fb13f9ad060" "form.bp2.not_yet_sba" 0
"4118" "89fda0284e008d2e0c980fb13f99f8e5" "form.bp2.not_yet_sba" 0
"4119" "89fda0284e008d2e0c980fb13f975e5c" "form.bp2.not_yet_sba" 0
"4120" "89fda0284e008d2e0c980fb13f996b98" "form.bp2.not_yet_sba" 0
"4121" "70c6ba6f55ed21716fe725c21469d627" "form.bp2.not_yet_sba" 0
"4122" "89fda0284e008d2e0c980fb13f9aa5ec" "form.bp2.not_yet_sba" 0
"4123" "89fda0284e008d2e0c980fb13f953df5" "form.bp2.not_yet_sba" 0
"4124" "89fda0284e008d2e0c980fb13f96a8a3" "form.bp2.not_yet_sba" 0
"4125" "89fda0284e008d2e0c980fb13f9aee39" "form.bp2.not_yet_sba" 0
"4126" "89fda0284e008d2e0c980fb13f96807a" "form.bp2.not_yet_sba" 0
"4127" "89fda0284e008d2e0c980fb13f9623b3" "form.bp2.not_yet_sba" 0
"4128" "89fda0284e008d2e0c980fb13f9a94f7" "form.bp2.not_yet_sba" 0
"4129" "89fda0284e008d2e0c980fb13f9ab9a8" "form.bp2.not_yet_sba" 0
"4130" "89fda0284e008d2e0c980fb13f96372c" "form.bp2.not_yet_sba" 0
"4131" "89fda0284e008d2e0c980fb13f99f90d" "form.bp2.not_yet_sba" 0
"4132" "89fda0284e008d2e0c980fb13f98fe2e" "form.bp2.not_yet_sba" 0
"4133" "89fda0284e008d2e0c980fb13f97cef7" "form.bp2.not_yet_sba" 0
"4134" "89fda0284e008d2e0c980fb13f987d0e" "form.bp2.not_yet_sba" 0
"4135" "89fda0284e008d2e0c980fb13f9b3f75" "form.bp2.not_yet_sba" 0
"4136" "89fda0284e008d2e0c980fb13f957a1e" "form.bp2.not_yet_sba" 0
"4137" "89fda0284e008d2e0c980fb13f98d506" "form.bp2.not_yet_sba" 0
"4138" "89fda0284e008d2e0c980fb13f9b19cd" "form.bp2.not_yet_sba" 0
"4139" "89fda0284e008d2e0c980fb13f9ad330" "form.bp2.not_yet_sba" 0
"4140" "89fda0284e008d2e0c980fb13f96a690" "form.bp2.not_yet_sba" 0
"4141" "89fda0284e008d2e0c980fb13f99a3ad" "form.bp2.not_yet_sba" 0
"4142" "89fda0284e008d2e0c980fb13f97d834" "form.bp2.not_yet_sba" 0
"4143" "89fda0284e008d2e0c980fb13f972945" "form.bp2.not_yet_sba" 0
"4144" "89fda0284e008d2e0c980fb13f97dff4" "form.bp2.not_yet_sba" 0
"4145" "89fda0284e008d2e0c980fb13f985425" "form.bp2.not_yet_sba" 0
"4146" "89fda0284e008d2e0c980fb13f955485" "form.bp2.not_yet_sba" 0
"4147" "89fda0284e008d2e0c980fb13f9899b3" "form.bp2.not_yet_sba" 0
"4148" "70c6ba6f55ed21716fe725c214694428" "form.bp2.not_yet_sba" 0
"4149" "89fda0284e008d2e0c980fb13f969126" "form.bp2.not_yet_sba" 0
"4150" "89fda0284e008d2e0c980fb13f964b7e" "form.bp2.not_yet_sba" 0
"4151" "70c6ba6f55ed21716fe725c21469fe3b" "form.bp2.not_yet_sba" 0
"4152" "89fda0284e008d2e0c980fb13f952278" "form.bp2.not_yet_sba" 0
"4153" "70c6ba6f55ed21716fe725c21469a1e0" "form.bp2.not_yet_sba" 0
"4154" "89fda0284e008d2e0c980fb13f95bb9f" "form.bp2.not_yet_sba" 0
"4155" "89fda0284e008d2e0c980fb13f979bb8" "form.bp2.not_yet_sba" 0
"4156" "89fda0284e008d2e0c980fb13f950d25" "form.bp2.not_yet_sba" 0
"4157" "89fda0284e008d2e0c980fb13f98af77" "form.bp2.not_yet_sba" 0
"4158" "89fda0284e008d2e0c980fb13f9a6a78" "form.bp2.not_yet_sba" 0
"4159" "89fda0284e008d2e0c980fb13f958239" "form.bp2.not_yet_sba" 0
"4160" "89fda0284e008d2e0c980fb13f9b1ab6" "form.bp2.not_yet_sba" 0
"4161" "89fda0284e008d2e0c980fb13f9a4d8a" "form.bp2.not_yet_sba" 0
"4162" "89fda0284e008d2e0c980fb13f95e9b4" "form.bp2.not_yet_sba" 0
"4163" "89fda0284e008d2e0c980fb13f97eeaa" "form.bp2.not_yet_sba" 0
"4164" "89fda0284e008d2e0c980fb13f9a6042" "form.bp2.not_yet_sba" 0
"4165" "89fda0284e008d2e0c980fb13f9ab153" "form.bp2.not_yet_sba" 0
"4166" "89fda0284e008d2e0c980fb13f9ad888" "form.bp2.not_yet_sba" 0
"4167" "89fda0284e008d2e0c980fb13f994cf8" "form.bp2.not_yet_sba" 0
"4168" "89fda0284e008d2e0c980fb13f97583c" "form.bp2.not_yet_sba" 0
"4169" "89fda0284e008d2e0c980fb13f992222" "form.bp2.not_yet_sba" 0
"4170" "89fda0284e008d2e0c980fb13f95f2b4" "form.bp2.not_yet_sba" 0
"4171" "89fda0284e008d2e0c980fb13f9b2365" "form.bp2.not_yet_sba" 0
"4172" "89fda0284e008d2e0c980fb13f9866e8" "form.bp2.not_yet_sba" 0
"4173" "89fda0284e008d2e0c980fb13f9a88cd" "form.bp2.not_yet_sba" 0
"4174" "89fda0284e008d2e0c980fb13f9628e2" "form.bp2.not_yet_sba" 0
"4175" "89fda0284e008d2e0c980fb13f95300e" "form.bp2.not_yet_sba" 0
"4176" "89fda0284e008d2e0c980fb13f970282" "form.bp2.not_yet_sba" 0
"4177" "89fda0284e008d2e0c980fb13f98b956" "form.bp2.not_yet_sba" 0
"4178" "70c6ba6f55ed21716fe725c214692ffd" "form.bp2.not_yet_sba" 0
"4179" "89fda0284e008d2e0c980fb13f94e5b7" "form.bp2.not_yet_sba" 0
"4180" "89fda0284e008d2e0c980fb13f983809" "form.bp2.not_yet_sba" 0
"4181" "89fda0284e008d2e0c980fb13f99d8c6" "form.bp2.not_yet_sba" 0
"4182" "89fda0284e008d2e0c980fb13f95b755" "form.bp2.not_yet_sba" 0
"4183" "89fda0284e008d2e0c980fb13f98ed57" "form.bp2.not_yet_sba" 0
"4184" "89fda0284e008d2e0c980fb13f979609" "form.bp2.not_yet_sba" 0
"4185" "89fda0284e008d2e0c980fb13f961f23" "form.bp2.not_yet_sba" 0
"4186" "89fda0284e008d2e0c980fb13f97850c" "form.bp2.not_yet_sba" 0
"4187" "89fda0284e008d2e0c980fb13f964e6a" "form.bp2.not_yet_sba" 0
"4188" "89fda0284e008d2e0c980fb13f97fc0a" "form.bp2.not_yet_sba" 0
"4189" "89fda0284e008d2e0c980fb13f95fe45" "form.bp2.not_yet_sba" 0
"4190" "89fda0284e008d2e0c980fb13f999c89" "form.bp2.not_yet_sba" 0
"4191" "89fda0284e008d2e0c980fb13f99a592" "form.bp2.not_yet_sba" 0
"4192" "89fda0284e008d2e0c980fb13f997d88" "form.bp2.not_yet_sba" 0
"4193" "89fda0284e008d2e0c980fb13f966e31" "form.bp2.not_yet_sba" 0
"4194" "89fda0284e008d2e0c980fb13f981bae" "form.bp2.not_yet_sba" 0
"4195" "89fda0284e008d2e0c980fb13f989136" "form.bp2.not_yet_sba" 0
"4196" "89fda0284e008d2e0c980fb13f995be3" "form.bp2.not_yet_sba" 0
"4197" "89fda0284e008d2e0c980fb13f98c6e0" "form.bp2.not_yet_sba" 0
"4198" "89fda0284e008d2e0c980fb13f97722c" "form.bp2.not_yet_sba" 0
"4199" "89fda0284e008d2e0c980fb13f992875" "form.bp2.not_yet_sba" 0
"4200" "89fda0284e008d2e0c980fb13f9a5551" "form.bp2.not_yet_sba" 0
"4201" "89fda0284e008d2e0c980fb13f96554b" "form.bp2.not_yet_sba" 0
"4202" "89fda0284e008d2e0c980fb13f9b46eb" "form.bp2.not_yet_sba" 0
"4203" "70c6ba6f55ed21716fe725c21469c91d" "form.bp2.not_yet_sba" 0
"4204" "89fda0284e008d2e0c980fb13f98736b" "form.bp2.not_yet_sba" 0
"4205" "89fda0284e008d2e0c980fb13f95f7a6" "form.bp2.not_yet_sba" 0
"4206" "89fda0284e008d2e0c980fb13f94d6ef" "form.bp2.not_yet_sba" 0
"4207" "89fda0284e008d2e0c980fb13f9859d8" "form.bp2.not_yet_sba" 0
"4208" "89fda0284e008d2e0c980fb13f96c45a" "form.bp2.not_yet_sba" 0
"4209" "89fda0284e008d2e0c980fb13f968eb0" "form.bp2.not_yet_sba" 0
"4210" "89fda0284e008d2e0c980fb13f983d38" "form.bp2.not_yet_sba" 0
"4211" "89fda0284e008d2e0c980fb13f97bafa" "form.bp2.not_yet_sba" 0
"4212" "89fda0284e008d2e0c980fb13f966efc" "form.bp2.not_yet_sba" 0
"4213" "89fda0284e008d2e0c980fb13f960ab3" "form.bp2.not_yet_sba" 0
"4214" "89fda0284e008d2e0c980fb13f95a0fb" "form.bp2.not_yet_sba" 0
"4215" "89fda0284e008d2e0c980fb13f96442a" "form.bp2.not_yet_sba" 0
"4216" "fcd13ae716841026ee760704bb0d99ee" "form.bp2.not_yet_sba" 0
"4217" "89fda0284e008d2e0c980fb13f9ac931" "form.bp2.not_yet_sba" 0
"4218" "89fda0284e008d2e0c980fb13f95477d" "form.bp2.not_yet_sba" 0
"4219" "89fda0284e008d2e0c980fb13f99c940" "form.bp2.not_yet_sba" 0
"4220" "89fda0284e008d2e0c980fb13f98abea" "form.bp2.not_yet_sba" 0
"4221" "89fda0284e008d2e0c980fb13f956856" "form.bp2.not_yet_sba" 0
"4222" "89fda0284e008d2e0c980fb13f98317d" "form.bp2.not_yet_sba" 0
"4223" "70c6ba6f55ed21716fe725c2146903eb" "form.bp2.not_yet_sba" 0
"4224" "89fda0284e008d2e0c980fb13f978e69" "form.bp2.not_yet_sba" 0
"4225" "89fda0284e008d2e0c980fb13f99e74b" "form.bp2.not_yet_sba" 0
"4226" "89fda0284e008d2e0c980fb13f97ae9f" "form.bp2.not_yet_sba" 0
"4227" "89fda0284e008d2e0c980fb13f9a2e6b" "form.bp2.not_yet_sba" 0
"4228" "89fda0284e008d2e0c980fb13f9509fd" "form.bp2.not_yet_sba" 0
"4229" "89fda0284e008d2e0c980fb13f9b5439" "form.bp2.not_yet_sba" 0
"4230" "89fda0284e008d2e0c980fb13f98311d" "form.bp2.not_yet_sba" 0
"4231" "fcd13ae716841026ee760704bb0d89b2" "form.bp2.not_yet_sba" 0
"4232" "89fda0284e008d2e0c980fb13f970c18" "form.bp2.not_yet_sba" 0
"4233" "89fda0284e008d2e0c980fb13f9692b3" "form.bp2.not_yet_sba" 0
"4234" "89fda0284e008d2e0c980fb13f9ae796" "form.bp2.not_yet_sba" 0
"4235" "89fda0284e008d2e0c980fb13f97cb4f" "form.bp2.not_yet_sba" 0
"4236" "89fda0284e008d2e0c980fb13f992e2c" "form.bp2.not_yet_sba" 0
"4237" "89fda0284e008d2e0c980fb13f950688" "form.bp2.not_yet_sba" 0
"4238" "89fda0284e008d2e0c980fb13f95623e" "form.bp2.not_yet_sba" 0
"4239" "89fda0284e008d2e0c980fb13f9b1273" "form.bp2.not_yet_sba" 0
"4240" "89fda0284e008d2e0c980fb13f976b14" "form.bp2.not_yet_sba" 0
"4241" "89fda0284e008d2e0c980fb13f9a7b0c" "form.bp2.not_yet_sba" 0
"4242" "89fda0284e008d2e0c980fb13f980116" "form.bp2.not_yet_sba" 0
"4243" "89fda0284e008d2e0c980fb13f99b52b" "form.bp2.not_yet_sba" 0
"4244" "89fda0284e008d2e0c980fb13f99a47e" "form.bp2.not_yet_sba" 0
"4245" "89fda0284e008d2e0c980fb13f9992a6" "form.bp2.not_yet_sba" 0
"4246" "89fda0284e008d2e0c980fb13f9b1c77" "form.bp2.not_yet_sba" 0
"4247" "89fda0284e008d2e0c980fb13f9597bc" "form.bp2.not_yet_sba" 0
"4248" "89fda0284e008d2e0c980fb13f9978cb" "form.bp2.not_yet_sba" 0
"4249" "89fda0284e008d2e0c980fb13f951435" "form.bp2.not_yet_sba" 0
"4250" "89fda0284e008d2e0c980fb13f94fae5" "form.bp2.not_yet_sba" 0
"4251" "89fda0284e008d2e0c980fb13f9b0cfa" "form.bp2.not_yet_sba" 0
"4252" "89fda0284e008d2e0c980fb13f98872f" "form.bp2.not_yet_sba" 0
"4253" "70c6ba6f55ed21716fe725c214694627" "form.bp2.not_yet_sba" 0
"4254" "89fda0284e008d2e0c980fb13f96de63" "form.bp2.not_yet_sba" 0
"4255" "89fda0284e008d2e0c980fb13f99fa39" "form.bp2.not_yet_sba" 0
"4256" "89fda0284e008d2e0c980fb13f950883" "form.bp2.not_yet_sba" 0
"4257" "89fda0284e008d2e0c980fb13f98a6d5" "form.bp2.not_yet_sba" 0
"4258" "89fda0284e008d2e0c980fb13f966281" "form.bp2.not_yet_sba" 0
"4259" "89fda0284e008d2e0c980fb13f99886e" "form.bp2.not_yet_sba" 0
"4260" "89fda0284e008d2e0c980fb13f94f3f9" "form.bp2.not_yet_sba" 0
"4261" "fb6e0b19cbe3ef683a10c4c47669d0ce" "form.bp2.not_yet_sba" 0
"4262" "89fda0284e008d2e0c980fb13f973bdc" "form.bp2.not_yet_sba" 0
"4263" "89fda0284e008d2e0c980fb13f97bdf2" "form.bp2.not_yet_sba" 0
"4264" "89fda0284e008d2e0c980fb13f976d3e" "form.bp2.not_yet_sba" 0
"4265" "89fda0284e008d2e0c980fb13f94f406" "form.bp2.not_yet_sba" 0
"4266" "89fda0284e008d2e0c980fb13f96114d" "form.bp2.not_yet_sba" 0
"4267" "89fda0284e008d2e0c980fb13f978578" "form.bp2.not_yet_sba" 0
"4268" "89fda0284e008d2e0c980fb13f9735c8" "form.bp2.not_yet_sba" 0
"4269" "70c6ba6f55ed21716fe725c21469ace7" "form.bp2.not_yet_sba" 0
"4270" "89fda0284e008d2e0c980fb13f9900d3" "form.bp2.not_yet_sba" 0
"4271" "89fda0284e008d2e0c980fb13f985a55" "form.bp2.not_yet_sba" 0
"4272" "89fda0284e008d2e0c980fb13f960194" "form.bp2.not_yet_sba" 0
"4273" "89fda0284e008d2e0c980fb13f97a0ca" "form.bp2.not_yet_sba" 0
"4274" "89fda0284e008d2e0c980fb13f956dab" "form.bp2.not_yet_sba" 0
"4275" "89fda0284e008d2e0c980fb13f980ee3" "form.bp2.not_yet_sba" 0
"4276" "89fda0284e008d2e0c980fb13f9528e1" "form.bp2.not_yet_sba" 0
"4277" "89fda0284e008d2e0c980fb13f97478a" "form.bp2.not_yet_sba" 0
"4278" "89fda0284e008d2e0c980fb13f955cb1" "form.bp2.not_yet_sba" 0
"4279" "70c6ba6f55ed21716fe725c21469e6ed" "form.bp2.not_yet_sba" 0
"4280" "89fda0284e008d2e0c980fb13f98d9d7" "form.bp2.not_yet_sba" 0
"4281" "70c6ba6f55ed21716fe725c2146966b6" "form.bp2.not_yet_sba" 0
"4282" "89fda0284e008d2e0c980fb13f9b3322" "form.bp2.not_yet_sba" 0
"4283" "89fda0284e008d2e0c980fb13f990df9" "form.bp2.not_yet_sba" 0
"4284" "89fda0284e008d2e0c980fb13f95dbc7" "form.bp2.not_yet_sba" 0
"4285" "89fda0284e008d2e0c980fb13f959c0a" "form.bp2.not_yet_sba" 0
"4286" "fb6e0b19cbe3ef683a10c4c47669bc70" "form.bp2.not_yet_sba" 0
"4287" "89fda0284e008d2e0c980fb13f96ef9f" "form.bp2.not_yet_sba" 0
"4288" "70c6ba6f55ed21716fe725c2146972eb" "form.bp2.not_yet_sba" 0
"4289" "89fda0284e008d2e0c980fb13f976515" "form.bp2.not_yet_sba" 0
"4290" "89fda0284e008d2e0c980fb13f9b5305" "form.bp2.not_yet_sba" 0
"4291" "89fda0284e008d2e0c980fb13f958016" "form.bp2.not_yet_sba" 0
"4292" "89fda0284e008d2e0c980fb13f99f651" "form.bp2.not_yet_sba" 0
"4293" "89fda0284e008d2e0c980fb13f98e475" "form.bp2.not_yet_sba" 0
"4294" "fcd13ae716841026ee760704bb0da4a8" "form.bp2.not_yet_sba" 0
"4295" "89fda0284e008d2e0c980fb13f9a9d0f" "form.bp2.not_yet_sba" 0
"4296" "fcd13ae716841026ee760704bb0d7fee" "form.bp2.not_yet_sba" 0
"4297" "89fda0284e008d2e0c980fb13f9a3e49" "form.bp2.not_yet_sba" 0
"4298" "89fda0284e008d2e0c980fb13f999899" "form.bp2.not_yet_sba" 0
"4299" "89fda0284e008d2e0c980fb13f95ad0e" "form.bp2.not_yet_sba" 0
"4300" "89fda0284e008d2e0c980fb13f97031c" "form.bp2.not_yet_sba" 0
"4301" "89fda0284e008d2e0c980fb13f954d49" "form.bp2.not_yet_sba" 0
"4302" "89fda0284e008d2e0c980fb13f987fd5" "form.bp2.not_yet_sba" 0
"4303" "70c6ba6f55ed21716fe725c214691571" "form.bp2.not_yet_sba" 0
"4304" "89fda0284e008d2e0c980fb13f94e6b6" "form.bp2.not_yet_sba" 0
"4305" "89fda0284e008d2e0c980fb13f9a68f3" "form.bp2.not_yet_sba" 0
"4306" "fcd13ae716841026ee760704bb0d7ba4" "form.bp2.not_yet_sba" 0
"4307" "fcd13ae716841026ee760704bb0d89a7" "form.bp2.not_yet_sba" 0
"4308" "89fda0284e008d2e0c980fb13f998a68" "form.bp2.not_yet_sba" 0
"4309" "89fda0284e008d2e0c980fb13f9a0d1f" "form.bp2.not_yet_sba" 0
"4310" "89fda0284e008d2e0c980fb13f97256b" "form.bp2.not_yet_sba" 0
"4311" "89fda0284e008d2e0c980fb13f9849f8" "form.bp2.not_yet_sba" 0
"4312" "89fda0284e008d2e0c980fb13f9a6d98" "form.bp2.not_yet_sba" 0
"4313" "89fda0284e008d2e0c980fb13f95cb81" "form.bp2.not_yet_sba" 0
"4314" "89fda0284e008d2e0c980fb13f96e561" "form.bp2.not_yet_sba" 0
"4315" "89fda0284e008d2e0c980fb13f98f9d5" "form.bp2.not_yet_sba" 0
"4316" "89fda0284e008d2e0c980fb13f9afb45" "form.bp2.not_yet_sba" 0
"4317" "fcd13ae716841026ee760704bb0d92e5" "form.bp2.not_yet_sba" 0
"4318" "89fda0284e008d2e0c980fb13f958a63" "form.bp2.not_yet_sba" 0
"4319" "fb6e0b19cbe3ef683a10c4c47669d46d" "form.bp2.not_yet_sba" 0
"4320" "89fda0284e008d2e0c980fb13f96cf64" "form.bp2.not_yet_sba" 0
"4321" "89fda0284e008d2e0c980fb13f967b9f" "form.bp2.not_yet_sba" 0
"4322" "89fda0284e008d2e0c980fb13f9a1c42" "form.bp2.not_yet_sba" 0
"4323" "89fda0284e008d2e0c980fb13f98fd43" "form.bp2.not_yet_sba" 0
"4324" "89fda0284e008d2e0c980fb13f97540b" "form.bp2.not_yet_sba" 0
"4325" "89fda0284e008d2e0c980fb13f96f087" "form.bp2.not_yet_sba" 0
"4326" "89fda0284e008d2e0c980fb13f97710a" "form.bp2.not_yet_sba" 0
"4327" "89fda0284e008d2e0c980fb13f96fddb" "form.bp2.not_yet_sba" 0
"4328" "89fda0284e008d2e0c980fb13f9b05d4" "form.bp2.not_yet_sba" 0
"4329" "89fda0284e008d2e0c980fb13f9a06a3" "form.bp2.not_yet_sba" 0
"4330" "89fda0284e008d2e0c980fb13f9a052b" "form.bp2.not_yet_sba" 0
"4331" "89fda0284e008d2e0c980fb13f96bd60" "form.bp2.not_yet_sba" 0
"4332" "89fda0284e008d2e0c980fb13f993d70" "form.bp2.not_yet_sba" 0
"4333" "89fda0284e008d2e0c980fb13f95d481" "form.bp1.anc1.anc1_blood_pressure" 0.00557326800792823
"4334" "89fda0284e008d2e0c980fb13f978216" "form.bp1.anc1.anc1_blood_pressure" 0.00536228406418354
"4335" "89fda0284e008d2e0c980fb13f9917a0" "form.bp1.anc1.anc1_blood_pressure" 0.000819280899826959
"4336" "89fda0284e008d2e0c980fb13f9b323a" "form.bp1.anc1.anc1_blood_pressure" 0.00427364328308052
"4337" "89fda0284e008d2e0c980fb13f97b53a" "form.bp1.anc1.anc1_blood_pressure" 0.00512244365420514
"4338" "70c6ba6f55ed21716fe725c2146982df" "form.bp1.anc1.anc1_blood_pressure" 0.0167649602315331
"4339" "89fda0284e008d2e0c980fb13f99fba3" "form.bp1.anc1.anc1_blood_pressure" 0.00046306097141147
"4340" "89fda0284e008d2e0c980fb13f99a86d" "form.bp1.anc1.anc1_blood_pressure" 0.00723214402925948
"4341" "89fda0284e008d2e0c980fb13f9a51a9" "form.bp1.anc1.anc1_blood_pressure" 0.0117015461696932
"4342" "89fda0284e008d2e0c980fb13f982710" "form.bp1.anc1.anc1_blood_pressure" 0.0048591203824942
"4343" "89fda0284e008d2e0c980fb13f95205a" "form.bp1.anc1.anc1_blood_pressure" 0.00288387265794115
"4344" "89fda0284e008d2e0c980fb13f97e56a" "form.bp1.anc1.anc1_blood_pressure" 0.00933447833988132
"4345" "89fda0284e008d2e0c980fb13f9ad060" "form.bp1.anc1.anc1_blood_pressure" 0.00280055386723053
"4346" "89fda0284e008d2e0c980fb13f99f8e5" "form.bp1.anc1.anc1_blood_pressure" 0.00113364856850125
"4347" "89fda0284e008d2e0c980fb13f975e5c" "form.bp1.anc1.anc1_blood_pressure" 0.000204292525328235
"4348" "89fda0284e008d2e0c980fb13f996b98" "form.bp1.anc1.anc1_blood_pressure" 7.41178392170878e-05
"4349" "70c6ba6f55ed21716fe725c21469d627" "form.bp1.anc1.anc1_blood_pressure" 0.0096259859981147
"4350" "89fda0284e008d2e0c980fb13f9aa5ec" "form.bp1.anc1.anc1_blood_pressure" 0.000782270300276249
"4351" "89fda0284e008d2e0c980fb13f953df5" "form.bp1.anc1.anc1_blood_pressure" 0.0103765426355076
"4352" "89fda0284e008d2e0c980fb13f96a8a3" "form.bp1.anc1.anc1_blood_pressure" 6.70466979359523e-05
"4353" "89fda0284e008d2e0c980fb13f9aee39" "form.bp1.anc1.anc1_blood_pressure" 0.00138789230015347
"4354" "89fda0284e008d2e0c980fb13f96807a" "form.bp1.anc1.anc1_blood_pressure" 0.000775891740785063
"4355" "89fda0284e008d2e0c980fb13f9623b3" "form.bp1.anc1.anc1_blood_pressure" 0.00126730952937862
"4356" "89fda0284e008d2e0c980fb13f9a94f7" "form.bp1.anc1.anc1_blood_pressure" 0.0102955652823869
"4357" "89fda0284e008d2e0c980fb13f9ab9a8" "form.bp1.anc1.anc1_blood_pressure" 2.95082824442966e-05
"4358" "89fda0284e008d2e0c980fb13f96372c" "form.bp1.anc1.anc1_blood_pressure" 0.00561653602196942
"4359" "89fda0284e008d2e0c980fb13f99f90d" "form.bp1.anc1.anc1_blood_pressure" 0.0027986874896145
"4360" "89fda0284e008d2e0c980fb13f98fe2e" "form.bp1.anc1.anc1_blood_pressure" 0.00287803051347248
"4361" "89fda0284e008d2e0c980fb13f97cef7" "form.bp1.anc1.anc1_blood_pressure" 0.000725022317492908
"4362" "89fda0284e008d2e0c980fb13f987d0e" "form.bp1.anc1.anc1_blood_pressure" 0.000322624088182121
"4363" "89fda0284e008d2e0c980fb13f9b3f75" "form.bp1.anc1.anc1_blood_pressure" 0.0119674074048987
"4364" "89fda0284e008d2e0c980fb13f957a1e" "form.bp1.anc1.anc1_blood_pressure" 0.00814575746638669
"4365" "89fda0284e008d2e0c980fb13f98d506" "form.bp1.anc1.anc1_blood_pressure" 0.0244777552462875
"4366" "89fda0284e008d2e0c980fb13f9b19cd" "form.bp1.anc1.anc1_blood_pressure" 0.0435627675980452
"4367" "89fda0284e008d2e0c980fb13f9ad330" "form.bp1.anc1.anc1_blood_pressure" 0.00157241886757135
"4368" "89fda0284e008d2e0c980fb13f96a690" "form.bp1.anc1.anc1_blood_pressure" 0.0124283231504684
"4369" "89fda0284e008d2e0c980fb13f99a3ad" "form.bp1.anc1.anc1_blood_pressure" 0.000678692170507779
"4370" "89fda0284e008d2e0c980fb13f97d834" "form.bp1.anc1.anc1_blood_pressure" 0.000137866086128434
"4371" "89fda0284e008d2e0c980fb13f972945" "form.bp1.anc1.anc1_blood_pressure" 0.00127911117375862
"4372" "89fda0284e008d2e0c980fb13f97dff4" "form.bp1.anc1.anc1_blood_pressure" 0.00818441484421821
"4373" "89fda0284e008d2e0c980fb13f985425" "form.bp1.anc1.anc1_blood_pressure" 3.80302267829652e-05
"4374" "89fda0284e008d2e0c980fb13f955485" "form.bp1.anc1.anc1_blood_pressure" 0.0102248562854479
"4375" "89fda0284e008d2e0c980fb13f9899b3" "form.bp1.anc1.anc1_blood_pressure" 0.0027746739797377
"4376" "70c6ba6f55ed21716fe725c214694428" "form.bp1.anc1.anc1_blood_pressure" 0.00069673662254902
"4377" "89fda0284e008d2e0c980fb13f969126" "form.bp1.anc1.anc1_blood_pressure" 0.00596789567480683
"4378" "89fda0284e008d2e0c980fb13f964b7e" "form.bp1.anc1.anc1_blood_pressure" 0.00978892060086482
"4379" "70c6ba6f55ed21716fe725c21469fe3b" "form.bp1.anc1.anc1_blood_pressure" 0.00602799564850958
"4380" "89fda0284e008d2e0c980fb13f952278" "form.bp1.anc1.anc1_blood_pressure" 0.000566811895094179
"4381" "70c6ba6f55ed21716fe725c21469a1e0" "form.bp1.anc1.anc1_blood_pressure" 0.00337617729058492
"4382" "89fda0284e008d2e0c980fb13f95bb9f" "form.bp1.anc1.anc1_blood_pressure" 0.00100507590440602
"4383" "89fda0284e008d2e0c980fb13f979bb8" "form.bp1.anc1.anc1_blood_pressure" 0.00469293855572759
"4384" "89fda0284e008d2e0c980fb13f950d25" "form.bp1.anc1.anc1_blood_pressure" 0.000103614337231208
"4385" "89fda0284e008d2e0c980fb13f98af77" "form.bp1.anc1.anc1_blood_pressure" 0.000296739853543377
"4386" "89fda0284e008d2e0c980fb13f9a6a78" "form.bp1.anc1.anc1_blood_pressure" 0.00236148708311785
"4387" "89fda0284e008d2e0c980fb13f958239" "form.bp1.anc1.anc1_blood_pressure" 0.017594695760998
"4388" "89fda0284e008d2e0c980fb13f9b1ab6" "form.bp1.anc1.anc1_blood_pressure" 0.000930679730214597
"4389" "89fda0284e008d2e0c980fb13f9a4d8a" "form.bp1.anc1.anc1_blood_pressure" 0.0174773452376029
"4390" "89fda0284e008d2e0c980fb13f95e9b4" "form.bp1.anc1.anc1_blood_pressure" 0.0103090317006931
"4391" "89fda0284e008d2e0c980fb13f97eeaa" "form.bp1.anc1.anc1_blood_pressure" 0.00481222449409224
"4392" "89fda0284e008d2e0c980fb13f9a6042" "form.bp1.anc1.anc1_blood_pressure" 0.00190901294608282
"4393" "89fda0284e008d2e0c980fb13f9ab153" "form.bp1.anc1.anc1_blood_pressure" 0.000391822725775523
"4394" "89fda0284e008d2e0c980fb13f9ad888" "form.bp1.anc1.anc1_blood_pressure" 0.00106345240319156
"4395" "89fda0284e008d2e0c980fb13f994cf8" "form.bp1.anc1.anc1_blood_pressure" 0.000231270759023411
"4396" "89fda0284e008d2e0c980fb13f97583c" "form.bp1.anc1.anc1_blood_pressure" 0.000586013323280181
"4397" "89fda0284e008d2e0c980fb13f992222" "form.bp1.anc1.anc1_blood_pressure" 0.000660605294279593
"4398" "89fda0284e008d2e0c980fb13f95f2b4" "form.bp1.anc1.anc1_blood_pressure" 0.00323510199702534
