"week" "question" "score"
"876" "2" "form.bp2.care_of_home" "26.7796477726845"
"877" "3" "form.bp2.care_of_home" "26.332403905483"
"878" "4" "form.bp2.care_of_home" "93.0912084023648"
"879" "5" "form.bp2.care_of_home" "85.19952378101"
"880" "6" "form.bp2.care_of_home" "71.7160609046591"
"881" "7" "form.bp2.care_of_home" "51.6041558080323"
"882" "8" "form.bp2.care_of_home" "94.4980811002235"
"883" "9" "form.bp2.care_of_home" "89.5741636450209"
"884" "10" "form.bp2.care_of_home" "66.7555629511109"
"885" "11" "form.bp2.care_of_home" "59.0682265160375"
"886" "12" "form.bp2.care_of_home" "56.2541983200427"
"887" "13" "form.bp2.care_of_home" "90.9557673780124"
"888" "14" "form.bp2.care_of_home" "123.708453875799"
"889" "15" "form.bp2.care_of_home" "111.385771688955"
"890" "16" "form.bp2.care_of_home" "62.7180622019662"
"891" "17" "form.bp2.care_of_home" "62.7273890550795"
"892" "18" "form.bp2.care_of_home" "69.4991549635138"
"893" "19" "form.bp2.care_of_home" "55.083576093291"
"894" "20" "form.bp2.care_of_home" "47.3096844453896"
"895" "21" "form.bp2.care_of_home" "44.9263277368355"
"896" "22" "form.bp2.care_of_home" "51.2410509886562"
"897" "23" "form.bp2.care_of_home" "48.2143034980858"
"898" "24" "form.bp2.care_of_home" "41.6357101287473"
"899" "25" "form.bp2.care_of_home" "52.3971710574917"
"900" "26" "form.bp2.care_of_home" "63.8516494997625"
"901" "27" "form.bp2.care_of_home" "58.6382189284151"
"902" "28" "form.bp2.care_of_home" "63.732558115659"
"903" "29" "form.bp2.care_of_home" "67.1220555134107"
"904" "30" "form.bp2.care_of_home" "67.4246957737146"
"905" "31" "form.bp2.care_of_home" "65.089135430572"
"906" "32" "form.bp2.care_of_home" "83.9603144851517"
"907" "33" "form.bp2.care_of_home" "59.2545268188282"
"908" "34" "form.bp2.care_of_home" "98.6190263729466"
"909" "35" "form.bp2.care_of_home" "79.358807690055"
"910" "36" "form.bp2.care_of_home" "87.0846140316563"
"911" "37" "form.bp2.care_of_home" "85.4972276341149"
"912" "38" "form.bp2.care_of_home" "41.5830747071764"
"913" "1" "form.bp1.received_tt2" "4.98883593788822"
"914" "2" "form.bp1.received_tt2" "9.0857103276509"
"915" "3" "form.bp1.received_tt2" "17.4168753665117"
"916" "4" "form.bp1.received_tt2" "23.3051842318521"
"917" "5" "form.bp1.received_tt2" "27.8986243585936"
"918" "6" "form.bp1.received_tt2" "26.7687132953054"
"919" "7" "form.bp1.received_tt2" "23.1044807890507"
"920" "8" "form.bp1.received_tt2" "9.09907304696133"
"921" "9" "form.bp1.received_tt2" "24.5774995203056"
"922" "10" "form.bp1.received_tt2" "7.56998692088884"
"923" "11" "form.bp1.received_tt2" "16.2048119334338"
"924" "12" "form.bp1.received_tt2" "12.2486516548202"
"925" "13" "form.bp1.received_tt2" "18.4730253672974"
"926" "14" "form.bp1.received_tt2" "25.5380765467289"
"927" "15" "form.bp1.received_tt2" "25.0867819411692"
"928" "16" "form.bp1.received_tt2" "8.50716015214473"
"929" "17" "form.bp1.received_tt2" "14.0596173464875"
"930" "18" "form.bp1.received_tt2" "11.6313023838756"
"931" "19" "form.bp1.received_tt2" "14.737045188409"
"932" "20" "form.bp1.received_tt2" "19.009044354733"
"933" "21" "form.bp1.received_tt2" "13.6537494221964"
"934" "22" "form.bp1.received_tt2" "7.26369653681507"
"935" "23" "form.bp1.received_tt2" "13.4728235920212"
"936" "24" "form.bp1.received_tt2" "11.0702627782255"
"937" "25" "form.bp1.received_tt2" "8.76420244603037"
"938" "26" "form.bp1.received_tt2" "15.312631374232"
"939" "27" "form.bp1.received_tt2" "22.5311278158613"
"940" "28" "form.bp1.received_tt2" "19.6182385550758"
"941" "29" "form.bp1.received_tt2" "9.28168097817083"
"942" "30" "form.bp1.received_tt2" "11.9988948428627"
"943" "31" "form.bp1.received_tt2" "12.5366957400152"
"944" "32" "form.bp1.received_tt2" "16.4213885787207"
"945" "33" "form.bp1.received_tt2" "8.68721142715319"
"946" "34" "form.bp1.received_tt2" "31.5429117374352"
"947" "35" "form.bp1.received_tt2" "19.3016301189123"
"948" "36" "form.bp1.received_tt2" "14.9471417785761"
"949" "37" "form.bp1.received_tt2" "20.0818763580779"
"950" "38" "form.bp1.received_tt2" "11.6367649164049"
"951" "1" "form.bp1.received_tt1" "25.6639786004879"
"952" "2" "form.bp1.received_tt1" "12.8363071896205"
"953" "3" "form.bp1.received_tt1" "15.4986420101029"
"954" "4" "form.bp1.received_tt1" "39.2125052493044"
"955" "5" "form.bp1.received_tt1" "45.8751284670431"
"956" "6" "form.bp1.received_tt1" "31.0324932661815"
"957" "7" "form.bp1.received_tt1" "30.720103096493"
"958" "8" "form.bp1.received_tt1" "22.2626005597563"
"959" "9" "form.bp1.received_tt1" "25.962681535385"
"960" "10" "form.bp1.received_tt1" "16.6677656847267"
"961" "11" "form.bp1.received_tt1" "22.8401019642827"
"962" "12" "form.bp1.received_tt1" "19.6899273207971"
"963" "13" "form.bp1.received_tt1" "21.356674856588"
"964" "14" "form.bp1.received_tt1" "23.8453791426061"
"965" "15" "form.bp1.received_tt1" "20.3912102529674"
"966" "16" "form.bp1.received_tt1" "18.5226087367454"
"967" "17" "form.bp1.received_tt1" "24.1679867985908"
"968" "18" "form.bp1.received_tt1" "9.43819205714627"
"969" "19" "form.bp1.received_tt1" "13.317997915315"
"970" "20" "form.bp1.received_tt1" "12.2908821333885"
"971" "21" "form.bp1.received_tt1" "11.4718843517306"
"972" "22" "form.bp1.received_tt1" "15.6256098550236"
"973" "23" "form.bp1.received_tt1" "11.3432832574587"
"974" "24" "form.bp1.received_tt1" "17.4592388362981"
"975" "25" "form.bp1.received_tt1" "11.5748394946803"
"976" "26" "form.bp1.received_tt1" "18.4513064676712"
"977" "27" "form.bp1.received_tt1" "24.6387754801016"
"978" "28" "form.bp1.received_tt1" "51.5422686065337"
"979" "29" "form.bp1.received_tt1" "17.0841490215569"
"980" "30" "form.bp1.received_tt1" "28.1744517754857"
"981" "31" "form.bp1.received_tt1" "26.5007951793005"
"982" "32" "form.bp1.received_tt1" "29.7636618693116"
"983" "33" "form.bp1.received_tt1" "14.3749516424474"
"984" "34" "form.bp1.received_tt1" "40.1553514788702"
"985" "35" "form.bp1.received_tt1" "21.6935638874628"
"986" "36" "form.bp1.received_tt1" "24.366366307447"
"987" "37" "form.bp1.received_tt1" "46.9137468912709"
"988" "38" "form.bp1.received_tt1" "40.1837987670683"
"989" "1" "form.family_planning_group.counsel_disqualification" "12.1519088789193"
"990" "2" "form.family_planning_group.counsel_disqualification" "0"
"991" "3" "form.family_planning_group.counsel_disqualification" "0"
"992" "4" "form.family_planning_group.counsel_disqualification" "41.5561923619823"
"993" "5" "form.family_planning_group.counsel_disqualification" "40.3368968543313"
"994" "6" "form.family_planning_group.counsel_disqualification" "29.2192987580201"
"995" "7" "form.family_planning_group.counsel_disqualification" "38.4716358316469"
"996" "8" "form.family_planning_group.counsel_disqualification" "47.6529134457459"
"997" "9" "form.family_planning_group.counsel_disqualification" "39.670863920988"
"998" "10" "form.family_planning_group.counsel_disqualification" "30.3906252721699"
"999" "11" "form.family_planning_group.counsel_disqualification" "42.3456858656939"
"1000" "12" "form.family_planning_group.counsel_disqualification" "41.7244650313874"
"1001" "13" "form.family_planning_group.counsel_disqualification" "50.5848855095574"
"1002" "14" "form.family_planning_group.counsel_disqualification" "63.5415516435713"
"1003" "15" "form.family_planning_group.counsel_disqualification" "51.6725958521371"
"1004" "16" "form.family_planning_group.counsel_disqualification" "0"
"1005" "17" "form.family_planning_group.counsel_disqualification" "31.0339507311584"
"1006" "18" "form.family_planning_group.counsel_disqualification" "40.856287658542"
"1007" "19" "form.family_planning_group.counsel_disqualification" "0"
"1008" "20" "form.family_planning_group.counsel_disqualification" "34.6052148046146"
"1009" "21" "form.family_planning_group.counsel_disqualification" "30.9144067609625"
"1010" "22" "form.family_planning_group.counsel_disqualification" "20.8561012446219"
"1011" "23" "form.family_planning_group.counsel_disqualification" "26.0525134944797"
"1012" "24" "form.family_planning_group.counsel_disqualification" "21.6808705278571"
"1013" "25" "form.family_planning_group.counsel_disqualification" "33.8252740717438"
"1014" "26" "form.family_planning_group.counsel_disqualification" "33.5619486872439"
"1015" "27" "form.family_planning_group.counsel_disqualification" "40.597684363709"
"1016" "28" "form.family_planning_group.counsel_disqualification" "34.4226129198204"
"1017" "29" "form.family_planning_group.counsel_disqualification" "36.6944290909534"
"1018" "30" "form.family_planning_group.counsel_disqualification" "30.9678363217864"
"1019" "31" "form.family_planning_group.counsel_disqualification" "40.8900497503125"
"1020" "32" "form.family_planning_group.counsel_disqualification" "43.5844989845592"
"1021" "33" "form.family_planning_group.counsel_disqualification" "40.2966677433065"
"1022" "34" "form.family_planning_group.counsel_disqualification" "59.1452913726812"
"1023" "35" "form.family_planning_group.counsel_disqualification" "44.4885972713985"
"1024" "36" "form.family_planning_group.counsel_disqualification" "56.6527000593186"
"1025" "37" "form.family_planning_group.counsel_disqualification" "50.1011059654275"
"1026" "38" "form.family_planning_group.counsel_disqualification" "24.9890342723252"
"1027" "1" "form.bp2.not_yet_maternal_emergency_number" "0"
"1028" "2" "form.bp2.not_yet_maternal_emergency_number" "0"
"1029" "3" "form.bp2.not_yet_maternal_emergency_number" "0"
"1030" "4" "form.bp2.not_yet_maternal_emergency_number" "0"
"1031" "5" "form.bp2.not_yet_maternal_emergency_number" "0"
"1032" "6" "form.bp2.not_yet_maternal_emergency_number" "0"
"1033" "7" "form.bp2.not_yet_maternal_emergency_number" "0"
"1034" "8" "form.bp2.not_yet_maternal_emergency_number" "0"
"1035" "9" "form.bp2.not_yet_maternal_emergency_number" "0"
"1036" "10" "form.bp2.not_yet_maternal_emergency_number" "0"
"1037" "11" "form.bp2.not_yet_maternal_emergency_number" "0"
"1038" "12" "form.bp2.not_yet_maternal_emergency_number" "0"
"1039" "13" "form.bp2.not_yet_maternal_emergency_number" "0"
"1040" "14" "form.bp2.not_yet_maternal_emergency_number" "0"
"1041" "15" "form.bp2.not_yet_maternal_emergency_number" "0"
"1042" "16" "form.bp2.not_yet_maternal_emergency_number" "0"
"1043" "17" "form.bp2.not_yet_maternal_emergency_number" "0"
"1044" "18" "form.bp2.not_yet_maternal_emergency_number" "0"
"1045" "19" "form.bp2.not_yet_maternal_emergency_number" "0"
"1046" "20" "form.bp2.not_yet_maternal_emergency_number" "0"
"1047" "21" "form.bp2.not_yet_maternal_emergency_number" "0"
"1048" "22" "form.bp2.not_yet_maternal_emergency_number" "0"
"1049" "23" "form.bp2.not_yet_maternal_emergency_number" "0"
"1050" "24" "form.bp2.not_yet_maternal_emergency_number" "0"
"1051" "25" "form.bp2.not_yet_maternal_emergency_number" "0"
"1052" "26" "form.bp2.not_yet_maternal_emergency_number" "0"
"1053" "27" "form.bp2.not_yet_maternal_emergency_number" "0"
"1054" "28" "form.bp2.not_yet_maternal_emergency_number" "0"
"1055" "29" "form.bp2.not_yet_maternal_emergency_number" "0"
"1056" "30" "form.bp2.not_yet_maternal_emergency_number" "0"
"1057" "31" "form.bp2.not_yet_maternal_emergency_number" "0"
"1058" "32" "form.bp2.not_yet_maternal_emergency_number" "0"
"1059" "33" "form.bp2.not_yet_maternal_emergency_number" "0"
"1060" "34" "form.bp2.not_yet_maternal_emergency_number" "0"
"1061" "35" "form.bp2.not_yet_maternal_emergency_number" "0"
"1062" "36" "form.bp2.not_yet_maternal_emergency_number" "0"
"1063" "37" "form.bp2.not_yet_maternal_emergency_number" "0"
"1064" "38" "form.bp2.not_yet_maternal_emergency_number" "0"
"1065" "1" "form.bp2.play_birth_preparedness_vid" "27.2930295124188"
"1066" "2" "form.bp2.play_birth_preparedness_vid" "32.419712105375"
"1067" "3" "form.bp2.play_birth_preparedness_vid" "23.5312975187676"
"1068" "4" "form.bp2.play_birth_preparedness_vid" "87.2482710818543"
"1069" "5" "form.bp2.play_birth_preparedness_vid" "112.106836666437"
"1070" "6" "form.bp2.play_birth_preparedness_vid" "75.4338869599549"
"1071" "7" "form.bp2.play_birth_preparedness_vid" "64.8022531176025"
"1072" "8" "form.bp2.play_birth_preparedness_vid" "103.673982914759"
"1073" "9" "form.bp2.play_birth_preparedness_vid" "99.4336167524399"
"1074" "10" "form.bp2.play_birth_preparedness_vid" "84.3013371308995"
"1075" "11" "form.bp2.play_birth_preparedness_vid" "83.9937972196092"
"1076" "12" "form.bp2.play_birth_preparedness_vid" "75.47816662916"
"1077" "13" "form.bp2.play_birth_preparedness_vid" "119.869424674188"
"1078" "14" "form.bp2.play_birth_preparedness_vid" "158.150778673205"
"1079" "15" "form.bp2.play_birth_preparedness_vid" "149.427570780187"
"1080" "16" "form.bp2.play_birth_preparedness_vid" "80.2733301218844"
"1081" "17" "form.bp2.play_birth_preparedness_vid" "65.0463122269771"
"1082" "18" "form.bp2.play_birth_preparedness_vid" "83.7000747934186"
"1083" "19" "form.bp2.play_birth_preparedness_vid" "63.7426644612369"
"1084" "20" "form.bp2.play_birth_preparedness_vid" "70.1779675369159"
"1085" "21" "form.bp2.play_birth_preparedness_vid" "56.5901817635799"
"1086" "22" "form.bp2.play_birth_preparedness_vid" "46.667960779435"
"1087" "23" "form.bp2.play_birth_preparedness_vid" "60.1639113301993"
"1088" "24" "form.bp2.play_birth_preparedness_vid" "50.6829103774065"
"1089" "25" "form.bp2.play_birth_preparedness_vid" "60.2980424920611"
"1090" "26" "form.bp2.play_birth_preparedness_vid" "71.2585134560627"
"1091" "27" "form.bp2.play_birth_preparedness_vid" "81.8880222503723"
"1092" "28" "form.bp2.play_birth_preparedness_vid" "74.3384488626326"
"1093" "29" "form.bp2.play_birth_preparedness_vid" "73.2467880110796"
"1094" "30" "form.bp2.play_birth_preparedness_vid" "76.9636012788673"
"1095" "31" "form.bp2.play_birth_preparedness_vid" "86.4580499772812"
"1096" "32" "form.bp2.play_birth_preparedness_vid" "83.9084326063492"
"1097" "33" "form.bp2.play_birth_preparedness_vid" "76.1300724789646"
"1098" "34" "form.bp2.play_birth_preparedness_vid" "108.337234055793"
"1099" "35" "form.bp2.play_birth_preparedness_vid" "85.558508471556"
"1100" "36" "form.bp2.play_birth_preparedness_vid" "98.3861239022914"
"1101" "37" "form.bp2.play_birth_preparedness_vid" "82.4152693451494"
"1102" "38" "form.bp2.play_birth_preparedness_vid" "43.5237113373765"
"1103" "1" "form.bp1.anc4_details" "0"
"1104" "2" "form.bp1.anc4_details" "0"
"1105" "3" "form.bp1.anc4_details" "0"
"1106" "4" "form.bp1.anc4_details" "0"
"1107" "5" "form.bp1.anc4_details" "1.64958871155774"
"1108" "6" "form.bp1.anc4_details" "4.78940678526043"
"1109" "7" "form.bp1.anc4_details" "1.05022831493258"
"1110" "8" "form.bp1.anc4_details" "2.15506041436417"
"1111" "9" "form.bp1.anc4_details" "0"
"1112" "10" "form.bp1.anc4_details" "0"
"1113" "11" "form.bp1.anc4_details" "4.20064838383588"
"1114" "12" "form.bp1.anc4_details" "0"
"1115" "13" "form.bp1.anc4_details" "8.65665013848356"
"1116" "14" "form.bp1.anc4_details" "7.68334637380444"
"1117" "15" "form.bp1.anc4_details" "4.08456408201642"
"1118" "16" "form.bp1.anc4_details" "0"
"1119" "17" "form.bp1.anc4_details" "0"
"1120" "18" "form.bp1.anc4_details" "5.52920694343441"
"1121" "19" "form.bp1.anc4_details" "3.83275689047947"
"1122" "20" "form.bp1.anc4_details" "0"
"1123" "21" "form.bp1.anc4_details" "10.8980859722218"
"1124" "22" "form.bp1.anc4_details" "0"
"1125" "23" "form.bp1.anc4_details" "6.027516572523"
"1126" "24" "form.bp1.anc4_details" "3.3334398877371"
"1127" "25" "form.bp1.anc4_details" "0"
"1128" "26" "form.bp1.anc4_details" "4.78477525522053"
"1129" "27" "form.bp1.anc4_details" "7.09435625137869"
"1130" "28" "form.bp1.anc4_details" "7.0932561486924"
"1131" "29" "form.bp1.anc4_details" "4.00002818572265"
"1132" "30" "form.bp1.anc4_details" "5.74354408134249"
"1133" "31" "form.bp1.anc4_details" "7.87410480685194"
"1134" "32" "form.bp1.anc4_details" "10.308203188681"
"1135" "33" "form.bp1.anc4_details" "7.99233061132687"
"1136" "34" "form.bp1.anc4_details" "15.2127557847803"
"1137" "35" "form.bp1.anc4_details" "7.99393321956192"
"1138" "36" "form.bp1.anc4_details" "8.62068186689828"
"1139" "37" "form.bp1.anc4_details" "0"
"1140" "38" "form.bp1.anc4_details" "7.26470213220681"
"1141" "1" "form.family_planning_group.counsel_nearest" "0"
"1142" "2" "form.family_planning_group.counsel_nearest" "0"
"1143" "3" "form.family_planning_group.counsel_nearest" "0"
"1144" "4" "form.family_planning_group.counsel_nearest" "0"
"1145" "5" "form.family_planning_group.counsel_nearest" "10.4643363977562"
"1146" "6" "form.family_planning_group.counsel_nearest" "0"
"1147" "7" "form.family_planning_group.counsel_nearest" "2.73880279277105"
"1148" "8" "form.family_planning_group.counsel_nearest" "11.5583221295396"
"1149" "9" "form.family_planning_group.counsel_nearest" "0"
"1150" "10" "form.family_planning_group.counsel_nearest" "0"
"1151" "11" "form.family_planning_group.counsel_nearest" "0"
"1152" "12" "form.family_planning_group.counsel_nearest" "0"
"1153" "13" "form.family_planning_group.counsel_nearest" "5.3480569548921"
"1154" "14" "form.family_planning_group.counsel_nearest" "6.84574024268539"
"1155" "15" "form.family_planning_group.counsel_nearest" "0"
"1156" "16" "form.family_planning_group.counsel_nearest" "0"
"1157" "17" "form.family_planning_group.counsel_nearest" "4.06092859930403"
"1158" "18" "form.family_planning_group.counsel_nearest" "6.60549486766904"
"1159" "19" "form.family_planning_group.counsel_nearest" "0"
"1160" "20" "form.family_planning_group.counsel_nearest" "0"
"1161" "21" "form.family_planning_group.counsel_nearest" "3.42698677890396"
"1162" "22" "form.family_planning_group.counsel_nearest" "0.749224950635708"
"1163" "23" "form.family_planning_group.counsel_nearest" "0"
"1164" "24" "form.family_planning_group.counsel_nearest" "0"
"1165" "25" "form.family_planning_group.counsel_nearest" "0"
"1166" "26" "form.family_planning_group.counsel_nearest" "0"
"1167" "27" "form.family_planning_group.counsel_nearest" "8.40780821187014"
"1168" "28" "form.family_planning_group.counsel_nearest" "0"
"1169" "29" "form.family_planning_group.counsel_nearest" "3.86590983614786"
"1170" "30" "form.family_planning_group.counsel_nearest" "0"
"1171" "31" "form.family_planning_group.counsel_nearest" "0"
"1172" "32" "form.family_planning_group.counsel_nearest" "0"
"1173" "33" "form.family_planning_group.counsel_nearest" "0"
"1174" "34" "form.family_planning_group.counsel_nearest" "0"
"1175" "35" "form.family_planning_group.counsel_nearest" "1.0074554408801"
"1176" "36" "form.family_planning_group.counsel_nearest" "3.58674480922802"
"1177" "37" "form.family_planning_group.counsel_nearest" "0"
"1178" "38" "form.family_planning_group.counsel_nearest" "0"
"1179" "1" "form.bp1.anc1_details" "21.70134914815"
"1180" "2" "form.bp1.anc1_details" "38.6207885796062"
"1181" "3" "form.bp1.anc1_details" "47.977297295631"
"1182" "4" "form.bp1.anc1_details" "128.407839293586"
"1183" "5" "form.bp1.anc1_details" "128.008617928263"
"1184" "6" "form.bp1.anc1_details" "93.1177433397109"
"1185" "7" "form.bp1.anc1_details" "73.3518871710459"
"1186" "8" "form.bp1.anc1_details" "80.0332770160184"
"1187" "9" "form.bp1.anc1_details" "86.4950841723798"
"1188" "10" "form.bp1.anc1_details" "45.1500306603515"
"1189" "11" "form.bp1.anc1_details" "66.3949067843226"
"1190" "12" "form.bp1.anc1_details" "50.2183197571145"
"1191" "13" "form.bp1.anc1_details" "65.7146542069765"
"1192" "14" "form.bp1.anc1_details" "82.9947414225418"
"1193" "15" "form.bp1.anc1_details" "95.514098812245"
"1194" "16" "form.bp1.anc1_details" "41.1970213026558"
"1195" "17" "form.bp1.anc1_details" "58.0119297999137"
"1196" "18" "form.bp1.anc1_details" "42.9480395352001"
"1197" "19" "form.bp1.anc1_details" "47.98130187985"
"1198" "20" "form.bp1.anc1_details" "39.001867206692"
"1199" "21" "form.bp1.anc1_details" "46.3697308496859"
"1200" "22" "form.bp1.anc1_details" "38.1695397269413"
"1201" "23" "form.bp1.anc1_details" "43.5604131317721"
"1202" "24" "form.bp1.anc1_details" "43.3028467119622"
"1203" "25" "form.bp1.anc1_details" "37.5486865058341"
"1204" "26" "form.bp1.anc1_details" "32.0470026131187"
"1205" "27" "form.bp1.anc1_details" "51.0936278486068"
"1206" "28" "form.bp1.anc1_details" "78.2196992241945"
"1207" "29" "form.bp1.anc1_details" "47.021388138075"
"1208" "30" "form.bp1.anc1_details" "64.6087214980724"
"1209" "31" "form.bp1.anc1_details" "63.2780930390167"
"1210" "32" "form.bp1.anc1_details" "69.020047699909"
"1211" "33" "form.bp1.anc1_details" "43.826938239419"
"1212" "34" "form.bp1.anc1_details" "81.1669613941073"
"1213" "35" "form.bp1.anc1_details" "45.8289399080683"
"1214" "36" "form.bp1.anc1_details" "50.3819116598201"
"1215" "37" "form.bp1.anc1_details" "67.6890120199918"
"1216" "38" "form.bp1.anc1_details" "84.3840317064477"
"1217" "1" "form.bp1.anc2.anc2_facility" "0"
"1218" "2" "form.bp1.anc2.anc2_facility" "0"
"1219" "3" "form.bp1.anc2.anc2_facility" "11.5131258455951"
"1220" "4" "form.bp1.anc2.anc2_facility" "13.6864824646951"
"1221" "5" "form.bp1.anc2.anc2_facility" "23.5627882893105"
"1222" "6" "form.bp1.anc2.anc2_facility" "26.652101234764"
"1223" "7" "form.bp1.anc2.anc2_facility" "0"
"1224" "8" "form.bp1.anc2.anc2_facility" "9.48758862606297"
"1225" "9" "form.bp1.anc2.anc2_facility" "17.695442159864"
"1226" "10" "form.bp1.anc2.anc2_facility" "0"
"1227" "11" "form.bp1.anc2.anc2_facility" "10.8308466362772"
"1228" "12" "form.bp1.anc2.anc2_facility" "0"
"1229" "13" "form.bp1.anc2.anc2_facility" "10.865329125265"
"1230" "14" "form.bp1.anc2.anc2_facility" "14.3594571915842"
"1231" "15" "form.bp1.anc2.anc2_facility" "21.7583686927459"
"1232" "16" "form.bp1.anc2.anc2_facility" "8.63840667910534"
"1233" "17" "form.bp1.anc2.anc2_facility" "14.1929494104452"
"1234" "18" "form.bp1.anc2.anc2_facility" "14.1599484528449"
"1235" "19" "form.bp1.anc2.anc2_facility" "0"
"1236" "20" "form.bp1.anc2.anc2_facility" "12.8201691012319"
"1237" "21" "form.bp1.anc2.anc2_facility" "3.06526450905306"
"1238" "22" "form.bp1.anc2.anc2_facility" "9.01251738950872"
"1239" "23" "form.bp1.anc2.anc2_facility" "7.52044701726968"
"1240" "24" "form.bp1.anc2.anc2_facility" "6.86623542938422"
"1241" "25" "form.bp1.anc2.anc2_facility" "0"
"1242" "26" "form.bp1.anc2.anc2_facility" "11.5747232991249"
"1243" "27" "form.bp1.anc2.anc2_facility" "17.4847648072361"
"1244" "28" "form.bp1.anc2.anc2_facility" "17.6755312048966"
"1245" "29" "form.bp1.anc2.anc2_facility" "0"
"1246" "30" "form.bp1.anc2.anc2_facility" "0"
"1247" "31" "form.bp1.anc2.anc2_facility" "15.8124176889496"
"1248" "32" "form.bp1.anc2.anc2_facility" "0"
"1249" "33" "form.bp1.anc2.anc2_facility" "0"
"1250" "34" "form.bp1.anc2.anc2_facility" "0"
"1251" "35" "form.bp1.anc2.anc2_facility" "0"
"1252" "36" "form.bp1.anc2.anc2_facility" "0"
"1253" "37" "form.bp1.anc2.anc2_facility" "0"
"1254" "38" "form.bp1.anc2.anc2_facility" "0"
"1255" "1" "form.bp1.eating_extra" "2.20760776162902"
"1256" "2" "form.bp1.eating_extra" "2.70679706931534"
"1257" "3" "form.bp1.eating_extra" "2.3818195308132"
"1258" "4" "form.bp1.eating_extra" "379.062980986926"
"1259" "5" "form.bp1.eating_extra" "2.29896646631162"
"1260" "6" "form.bp1.eating_extra" "8.50686104167982"
"1261" "7" "form.bp1.eating_extra" "0"
"1262" "8" "form.bp1.eating_extra" "10.4772254689173"
"1263" "9" "form.bp1.eating_extra" "6.6508524361529"
"1264" "10" "form.bp1.eating_extra" "0"
"1265" "11" "form.bp1.eating_extra" "2.79245082037285"
"1266" "12" "form.bp1.eating_extra" "2.23942094413645"
"1267" "13" "form.bp1.eating_extra" "9.10192996385912"
"1268" "14" "form.bp1.eating_extra" "4.64348153532397"
"1269" "15" "form.bp1.eating_extra" "2.17610932337636"
"1270" "16" "form.bp1.eating_extra" "4.67492578415593"
"1271" "17" "form.bp1.eating_extra" "23.2435456208532"
"1272" "18" "form.bp1.eating_extra" "7.98649231437755"
"1273" "19" "form.bp1.eating_extra" "0"
"1274" "20" "form.bp1.eating_extra" "15.0648359715424"
"1275" "21" "form.bp1.eating_extra" "2.48143025006576"
"1276" "22" "form.bp1.eating_extra" "2.82375822624348"
"1277" "23" "form.bp1.eating_extra" "7.27821644914099"
"1278" "24" "form.bp1.eating_extra" "0"
"1279" "25" "form.bp1.eating_extra" "4.4733209115117"
"1280" "26" "form.bp1.eating_extra" "0"
"1281" "27" "form.bp1.eating_extra" "0"
"1282" "28" "form.bp1.eating_extra" "10.5833032326131"
"1283" "29" "form.bp1.eating_extra" "18.8140081202459"
"1284" "30" "form.bp1.eating_extra" "2.82495008695645"
"1285" "31" "form.bp1.eating_extra" "4.23478034618704"
"1286" "32" "form.bp1.eating_extra" "5.24248647417478"
"1287" "33" "form.bp1.eating_extra" "6.19799332752495"
"1288" "34" "form.bp1.eating_extra" "2.79497240480183"
"1289" "35" "form.bp1.eating_extra" "9.9694389084263"
"1290" "36" "form.bp1.eating_extra" "2.80244126160737"
"1291" "37" "form.bp1.eating_extra" "5.21597265244368"
"1292" "38" "form.bp1.eating_extra" "2.80048663939025"
"1293" "1" "form.bp2.danger_number" "31.5731171810964"
"1294" "2" "form.bp2.danger_number" "22.6294509255207"
"1295" "3" "form.bp2.danger_number" "25.8723064145931"
"1296" "4" "form.bp2.danger_number" "93.2972928409934"
"1297" "5" "form.bp2.danger_number" "94.377961449831"
"1298" "6" "form.bp2.danger_number" "75.1673544396817"
"1299" "7" "form.bp2.danger_number" "77.5075822489323"
"1300" "8" "form.bp2.danger_number" "83.2493168718799"
"1301" "9" "form.bp2.danger_number" "95.3790203245597"
"1302" "10" "form.bp2.danger_number" "76.732958782945"
"1303" "11" "form.bp2.danger_number" "84.5591713677344"
"1304" "12" "form.bp2.danger_number" "74.6695466505284"
"1305" "13" "form.bp2.danger_number" "109.103292238976"
"1306" "14" "form.bp2.danger_number" "124.651147930206"
"1307" "15" "form.bp2.danger_number" "122.955151691916"
"1308" "16" "form.bp2.danger_number" "70.6683657024824"
"1309" "17" "form.bp2.danger_number" "65.3494055578243"
"1310" "18" "form.bp2.danger_number" "76.5028815295093"
"1311" "19" "form.bp2.danger_number" "63.5688243736522"
"1312" "20" "form.bp2.danger_number" "63.4362501536673"
"1313" "21" "form.bp2.danger_number" "50.0590314722893"
"1314" "22" "form.bp2.danger_number" "46.2501873805165"
"1315" "23" "form.bp2.danger_number" "49.5401996949147"
"1316" "24" "form.bp2.danger_number" "42.2767654896477"
"1317" "25" "form.bp2.danger_number" "64.6278400775844"
"1318" "26" "form.bp2.danger_number" "74.0535736173633"
"1319" "27" "form.bp2.danger_number" "74.3836935456039"
"1320" "28" "form.bp2.danger_number" "79.3986025986009"
"1321" "29" "form.bp2.danger_number" "68.7798108036599"
"1322" "30" "form.bp2.danger_number" "77.7037298963936"
"1323" "31" "form.bp2.danger_number" "75.747088009535"
"1324" "32" "form.bp2.danger_number" "80.9635890374454"
"1325" "33" "form.bp2.danger_number" "74.4872511474619"
"1326" "34" "form.bp2.danger_number" "108.473866942642"
"1327" "35" "form.bp2.danger_number" "85.6132303530126"
"1328" "36" "form.bp2.danger_number" "84.4702630291258"
